"city","state","GEOID","holc_grade_pop"
"Detroit","MI","26163507400",3.00088666799363
"Detroit","MI","26163507800",3.99999120520032
"Detroit","MI","26163507900",3.02094722475668
"Detroit","MI","26163508000",2.99190911201624
"Detroit","MI","26163508100",3.0046263279582
"Detroit","MI","26163510400",3.999694934227
"Detroit","MI","26163510600",3.99990990586124
"Detroit","MI","26163510700",4
"Detroit","MI","26163511000",3.22535481093884
"Detroit","MI","26163511200",4
"Detroit","MI","26163511400",3.54571417170322
"Detroit","MI","26163511900",3.98811214185467
"Detroit","MI","26163512100",2.01086743343474
"Detroit","MI","26163512200",3
"Detroit","MI","26163512400",3
"Detroit","MI","26163512600",3
"Detroit","MI","26163512900",3.00008409337813
"Detroit","MI","26163513300",3.02971405781043
"Detroit","MI","26163513600",3.30511050871206
"Detroit","MI","26163513700",3.44859066337699
"Detroit","MI","26163513900",3.02467846410815
"Detroit","MI","26163514200",3
"Detroit","MI","26163514300",3
"Detroit","MI","26163514500",3
"Detroit","MI","26163515200",3.02301146431817
"Detroit","MI","26163515400",3.01305473766356
"Detroit","MI","26163515600",3.4663315424788
"Detroit","MI","26163515700",3.69172478289045
"Detroit","MI","26163515900",3.55976197217277
"Detroit","MI","26163516100",3.27436445466078
"Detroit","MI","26163516200",3.2134410546607
"Detroit","MI","26163516300",3.18370873142106
"Detroit","MI","26163516500",4
"Detroit","MI","26163516600",4
"Detroit","MI","26163516700",4
"Detroit","MI","26163516900",4
"Detroit","MI","26163517000",4
"Detroit","MI","26163517100",4
"Detroit","MI","26163517200",4
"Detroit","MI","26163517500",4
"Detroit","MI","26163518000",3.61836760846254
"Detroit","MI","26163518400",3.5209139188613
"Detroit","MI","26163518600",3.70053978570487
"Detroit","MI","26163518800",3.98789456311345
"Detroit","MI","26163518900",4
"Detroit","MI","26163520200",3.50173231194576
"Detroit","MI","26163520400",4
"Detroit","MI","26163537700",2.01643323513637
"Detroit","MI","26163537800",2.99975470346743
"Detroit","MI","26163538200",1
"Detroit","MI","26163538300",2.01885786001379
"Detroit","MI","26163538400",1.14055609735416
"Detroit","MI","26163538500",1.00114446020654
"Detroit","MI","26163538600",1
"Detroit","MI","26163538800",1.99997300949909
"Detroit","MI","26163538900",1.02816211199253
"Detroit","MI","26163539000",3.57702930043717
"Detroit","MI","26163539200",3.63042154973102
"Detroit","MI","26163539300",2
"Detroit","MI","26163539400",2
"Detroit","MI","26163539500",2.41674047508587
"Detroit","MI","26163539700",2
"Detroit","MI","26163540100",2
"Detroit","MI","26163540200",2
"Detroit","MI","26163540300",2.01970017627034
"Detroit","MI","26163540500",2
"Detroit","MI","26163540600",2.00340963987801
"Detroit","MI","26163540700",2
"Detroit","MI","26163540800",2
"Detroit","MI","26163541000",2
"Detroit","MI","26163541100",2.97571179735607
"Detroit","MI","26163541300",3
"Detroit","MI","26163541400",3
"Detroit","MI","26163541500",
"Detroit","MI","26163541800",3.39440949884163
"Detroit","MI","26163542100",1.27536542628752
"Detroit","MI","26163537600",2.95537981162702
"Detroit","MI","26163542200",1.00039399498203
"Detroit","MI","26163542300",1.98225053273782
"Detroit","MI","26163542500",2
"Detroit","MI","26163542600",2.00027571892755
"Detroit","MI","26163542700",2
"Detroit","MI","26163542900",2
"Detroit","MI","26163543000",1.99972202260393
"Detroit","MI","26163543100",1.99653105284679
"Detroit","MI","26163543200",1.4101727891852
"Detroit","MI","26163544000",4
"Detroit","MI","26163544100",4
"Detroit","MI","26163544200",3.67217355001833
"Detroit","MI","26163545100",3
"Detroit","MI","26163545200",3
"Detroit","MI","26163545300",3
"Detroit","MI","26163545500",3.28961652570265
"Detroit","MI","26163545600",3.11856192254606
"Detroit","MI","26163545700",3.79236204664262
"Detroit","MI","26163545800",3.58932415877681
"Detroit","MI","26163546000",3
"Detroit","MI","26163546100",3
"Detroit","MI","26163546200",
"Detroit","MI","26163546300",4
"Detroit","MI","26163546500",4
"Detroit","MI","26163546700",
"Detroit","MI","26163546800",4
"Detroit","MI","26163546900",4
"Detroit","MI","26163550100",1.34673353114545
"Detroit","MI","26163550200",2.26885685242386
"Detroit","MI","26163550400",2.36339863968661
"Detroit","MI","26163550500",1.40487780735105
"Detroit","MI","26163550600",1.32270209216073
"Detroit","MI","26163550700",1.41633668472003
"Detroit","MI","26163550900",1
"Detroit","MI","26163551100",1.00342278050584
"Detroit","MI","26163551200",1.72989198465489
"Detroit","MI","26163551300",3
"Detroit","MI","26163551400",
"Detroit","MI","26163551600",
"Detroit","MI","26163551700",1.393021396091
"Detroit","MI","26163552000",3.25623294741175
"Detroit","MI","26163552100",3.53193998556842
"Detroit","MI","26163552200",3.45346036731737
"Detroit","MI","26163552400",3.99989801102777
"Detroit","MI","26163552800",3.87655668086026
"Detroit","MI","26163553000",3.99159691086808
"Detroit","MI","26163553100",3
"Detroit","MI","26163553300",3.12616046121884
"Detroit","MI","26163553400",4
"Detroit","MI","26163553600",3
"Detroit","MI","26163554100",3.01911940386896
"Detroit","MI","26163554200",3
"Detroit","MI","26163554300",3
"Detroit","MI","26163554500",3
"Detroit","MI","26163554600",3
"Detroit","MI","26163554700",2.01795698547848
"Detroit","MI","26163554800",2.99976104012643
"Detroit","MI","26163555100",3
"Detroit","MI","26163555300",3
"Detroit","MI","26163555400",
"Detroit","MI","26163555500",
"Detroit","MI","26163556100",3
"Detroit","MI","26163556200",
"Detroit","MI","26163556300",
"Detroit","MI","26163556600",
"Detroit","MI","26163556800",
"Detroit","MI","26163556900",
"Detroit","MI","26163557000",
"Detroit","MI","26163557200",
"Detroit","MI","26163557300",
"Detroit","MI","26163557500",
"Detroit","MI","26163557900",
"Detroit","MI","26163558100",
"Detroit","MI","26163558200",
"Detroit","MI","26163558300",
"Detroit","MI","26163558500",
"Detroit","MI","26163558600",
"Detroit","MI","26163558700",
"Detroit","MI","26163558800",
"Detroit","MI","26163559000",
"Detroit","MI","26163559100",
"Detroit","MI","26163565800",
"Detroit","MI","26163566800",3.35674777462092
"Detroit","MI","26163566900",3.997929504224
"Detroit","MI","26163567000",4
"Detroit","MI","26163567201",
"Detroit","MI","26163567202",3
"Detroit","MI","26163567300",3
"Detroit","MI","26163567400",
"Detroit","MI","26163567900",3
"Detroit","MI","26163568200",
"Detroit","MI","26163568300",2.60973687943891
"Detroit","MI","26163568400",
"Detroit","MI","26163568700",
"Detroit","MI","26163568800",
"Detroit","MI","26163568900",
"Detroit","MI","26163569200",3.00770907080407
"Detroit","MI","26163569300",3.00465112799879
"Detroit","MI","26163569500",3
"Detroit","MI","26163569600",3
"Detroit","MI","26163569700",3.52444507426296
"Detroit","MI","26163569900",3.98871838732052
"Detroit","MI","26163570100",3.00219292061589
"Detroit","MI","26163570200",3.00851266334799
"Detroit","MI","26163570400",3.03078569148474
"Detroit","MI","26163570500",3.00038521765322
"Detroit","MI","26163570800",4
"Detroit","MI","26163571000",4
"Detroit","MI","26163571500",2.04544469673046
"Detroit","MI","26163571600",2
"Detroit","MI","26163571800",3
"Detroit","MI","26163571900",
"Detroit","MI","26163572000",
"Detroit","MI","26163572100",2.99885254011015
"Detroit","MI","26163572400",3.45487062586961
"Detroit","MI","26163572500",
"Detroit","MI","26163572600",4
"Detroit","MI","26163572700",
"Detroit","MI","26163572800",
"Detroit","MI","26163573000",2
"Detroit","MI","26163573100",2.51265315913679
"Detroit","MI","26163573300",3
"Detroit","MI","26163573500",4
"Detroit","MI","26163573600",2.46974534469498
"Detroit","MI","26163573702",2.49633191661767
"Detroit","MI","26163573800",3
"Detroit","MI","26163573900",3
"Detroit","MI","26163574000",3
"Detroit","MI","26163574202",
"Detroit","MI","26163574300",3
"Detroit","MI","26163574600",1.99940330619087
"Detroit","MI","26163574700",2.00221111994018
"Detroit","MI","26163574800",1.02619322553476
"Detroit","MI","26163574900",2.94100912622823
"Detroit","MI","26163575100",3
"Detroit","MI","26163575200",3.00874884307588
"Detroit","MI","26163575400",3
"Detroit","MI","26163575500",3
"Detroit","MI","26163575600",3
"Detroit","MI","26163576000",3
"Detroit","MI","26163576100",3
"Detroit","MI","26163576300",
"Detroit","MI","26163576400",2
"Detroit","MI","26163576500",2.0144900264555
"Detroit","MI","26163576600",3
"Detroit","MI","26163577000",3.01136494948515
"Detroit","MI","26163577100",3
"Detroit","MI","26163577200",3
"Detroit","MI","26163577300",2.98728035867396
"Detroit","MI","26163577500",2.94709445173167
"Detroit","MI","26163577600",2.99422473162566
"Detroit","MI","26163577700",2.18774630007249
"Detroit","MI","26163577800",2.8487046072148
"Detroit","MI","26163578000",2.98781351921788
"Detroit","MI","26163578500",3.3873136633773
"Detroit","MI","26163578600",3.00000146894231
"Detroit","MI","26163579200",3
"Detroit","MI","26163579300",3.99614508031606
"Detroit","MI","26163579500",3.00483245979243
"Detroit","MI","26163579600",3.97770409098455
"Detroit","MI","26163579700",3.97087606270543
"Detroit","MI","26163579900",1.87897386542099
"Detroit","MI","26163580100",2.86437733263967
"Detroit","MI","26163580200",3.20986663945118
"Detroit","MI","26163580400",2.37501544304958
"Detroit","MI","26163580500",2.55753618194965
"Detroit","MI","26163580700",3
"Detroit","MI","26163580800",3.72845299636423
"Detroit","MI","26163581100",
"Detroit","MI","26163581500",2
"Detroit","MI","26163581600",2.98222696554764
"Detroit","MI","26163581800",
"Detroit","MI","26163581900",
"Detroit","MI","26163582100",
"Detroit","MI","26163583000",
"Detroit","MI","26163583100",
"Detroit","MI","26163583300",
"Detroit","MI","26163583400",
"Detroit","MI","26163583600",
"Detroit","MI","26163583700",
"Detroit","MI","26163583800",
"Detroit","MI","26163584000",
"Detroit","MI","26163584100",
"Detroit","MI","26163584200",
"Detroit","MI","26163584400",
"Detroit","MI","26163584500",
"Detroit","MI","26163584600",
"Detroit","MI","26163584800",
"Detroit","MI","26163585500",
"Detroit","MI","26163585600",3.99978324197223
"Detroit","MI","26163585700",
"Detroit","MI","26163580900",3.0094047118602
"Detroit","MI","26163501700",2.9798633715024
"Detroit","MI","26163985900",
"Detroit","MI","26163522000",3.98359681847637
"Detroit","MI","26163538700",1.99643345320215
"Detroit","MI","26163551500",
"Detroit","MI","26163574100",3
"Detroit","MI","26163571700",
"Detroit","MI","26163532600",3.03835027531032
"Detroit","MI","26163532700",3.99608171573773
"Detroit","MI","26163533000",3.00035931969934
"Detroit","MI","26163533200",3
"Detroit","MI","26163533300",3
"Detroit","MI","26163533400",3
"Detroit","MI","26163533600",3.00024264086202
"Detroit","MI","26163533700",3.00166410393718
"Detroit","MI","26163533900",3.05589380676526
"Detroit","MI","26163534200",2.68797063674177
"Detroit","MI","26163534300",3
"Detroit","MI","26163534400",3
"Detroit","MI","26163534500",3
"Detroit","MI","26163534700",2.37535988313719
"Detroit","MI","26163535000",2.98234304630989
"Detroit","MI","26163535100",3
"Detroit","MI","26163535200",2.99167013638988
"Detroit","MI","26163535300",3
"Detroit","MI","26163535500",3
"Detroit","MI","26163535600",2.00000839125288
"Detroit","MI","26163536100",2.91852673436259
"Detroit","MI","26163536200",2.00163135792492
"Detroit","MI","26163536300",2.52921151907937
"Detroit","MI","26163536500",3
"Detroit","MI","26163536600",2.80861362758097
"Detroit","MI","26163536700",2.92375787208034
"Detroit","MI","26163536900",2
"Detroit","MI","26163537000",2
"Detroit","MI","26163537100",2.02086919129866
"Detroit","MI","26163537200",2.99977863834429
"Detroit","MI","26163537300",2.99915998247462
"Detroit","MI","26099250100",3
"Detroit","MI","26099250400",
"Detroit","MI","26099250900",
"Detroit","MI","26099251300",3
"Detroit","MI","26099251800",3
"Detroit","MI","26099254000",
"Detroit","MI","26099254500",
"Detroit","MI","26099255400",
"Detroit","MI","26099255700",3
"Detroit","MI","26099256100",3
"Detroit","MI","26099256500",
"Detroit","MI","26099258000",
"Detroit","MI","26099258500",
"Detroit","MI","26099258900",3.07667765289334
"Detroit","MI","26099260600",
"Detroit","MI","26099260900",
"Detroit","MI","26099261300",
"Detroit","MI","26099261600",
"Detroit","MI","26099262100",3
"Detroit","MI","26099262600",
"Detroit","MI","26099263400",
"Detroit","MI","26099267600",
"Detroit","MI","26099231700",
"Detroit","MI","26099232100",
"Detroit","MI","26099241400",
"Detroit","MI","26099250600",2.9527008322228
"Detroit","MI","26099250700",2.90335814539388
"Detroit","MI","26099250800",
"Detroit","MI","26099251000",2.80052476882581
"Detroit","MI","26099251100",2.50142749377726
"Detroit","MI","26099251200",2.71965453259359
"Detroit","MI","26099251400",
"Detroit","MI","26099251500",3
"Detroit","MI","26099251600",3
"Detroit","MI","26099251700",3
"Detroit","MI","26099251900",3
"Detroit","MI","26099252000",3
"Detroit","MI","26099252100",2.99401836253557
"Detroit","MI","26099252200",2.08789215382749
"Detroit","MI","26099254100",
"Detroit","MI","26099254200",
"Detroit","MI","26099255000",
"Detroit","MI","26099255100",3
"Detroit","MI","26099255200",3
"Detroit","MI","26099255300",3
"Detroit","MI","26099255500",3
"Detroit","MI","26099255600",3
"Detroit","MI","26099255800",3
"Detroit","MI","26099255900",3
"Detroit","MI","26099256000",3
"Detroit","MI","26099256200",3
"Detroit","MI","26099256300",3
"Detroit","MI","26099256400",
"Detroit","MI","26099256600",3.02595500172985
"Detroit","MI","26099256700",3.01036499148051
"Detroit","MI","26099250000",
"Detroit","MI","26099250200",3
"Detroit","MI","26099250300",
"Detroit","MI","26099250500",3
"Detroit","MI","26099263600",
"Detroit","MI","26099263700",3
"Detroit","MI","26099263800",3
"Detroit","MI","26099264000",3
"Detroit","MI","26099264200",3.03132175070735
"Detroit","MI","26099268000",3
"Detroit","MI","26099268100",3
"Detroit","MI","26099268300",3
"Detroit","MI","26099268400",3
"Detroit","MI","26099982000",
"Detroit","MI","26099982300",
"Detroit","MI","26099263500",
"Detroit","MI","26099231600",
"Detroit","MI","26099231800",
"Detroit","MI","26099231900",
"Detroit","MI","26099232000",
"Detroit","MI","26099232200",
"Detroit","MI","26099232300",
"Detroit","MI","26099232400",
"Detroit","MI","26099241200",
"Detroit","MI","26099241300",
"Detroit","MI","26099241500",
"Detroit","MI","26099241600",
"Detroit","MI","26099241700",
"Detroit","MI","26099241800",
"Detroit","MI","26099241900",
"Detroit","MI","26099256800",
"Detroit","MI","26099258100",4
"Detroit","MI","26099258200",4
"Detroit","MI","26099258300",3.37323313130161
"Detroit","MI","26099258400",4
"Detroit","MI","26099258600",4
"Detroit","MI","26099258700",4
"Detroit","MI","26099258800",3.75358504484848
"Detroit","MI","26099260000",
"Detroit","MI","26099260100",
"Detroit","MI","26099260200",
"Detroit","MI","26099260300",
"Detroit","MI","26099260400",
"Detroit","MI","26099260700",
"Detroit","MI","26099260800",
"Detroit","MI","26099261000",
"Detroit","MI","26099261100",
"Detroit","MI","26099261200",
"Detroit","MI","26099261400",
"Detroit","MI","26099261500",
"Detroit","MI","26099261700",
"Detroit","MI","26099261800",
"Detroit","MI","26099261900",3
"Detroit","MI","26099262000",
"Detroit","MI","26099262200",
"Detroit","MI","26099262300",
"Detroit","MI","26099262400",
"Detroit","MI","26099262500",
"Detroit","MI","26099262700",
"Detroit","MI","26099262800",4
"Detroit","MI","26099262900",4
"Detroit","MI","26099263200",3
"Detroit","MI","26099263900",3
"Detroit","MI","26099982200",
"Detroit","MI","26125181600",4
"Detroit","MI","26125183000",3
"Detroit","MI","26125183100",3
"Detroit","MI","26125183200",3
"Detroit","MI","26125183400",2.00058436739845
"Detroit","MI","26125183900",3
"Detroit","MI","26125184400",3
"Detroit","MI","26125188100",2.39945849272751
"Detroit","MI","26125197500",3
"Detroit","MI","26125150700",
"Detroit","MI","26125152700",1.48086826896268
"Detroit","MI","26125153200",3
"Detroit","MI","26125156500",
"Detroit","MI","26125157100",
"Detroit","MI","26125157400",
"Detroit","MI","26125157700",
"Detroit","MI","26125158200",3
"Detroit","MI","26125160400",
"Detroit","MI","26125160900",
"Detroit","MI","26125161300",2.00013729433722
"Detroit","MI","26125161700",
"Detroit","MI","26125165000",3
"Detroit","MI","26125166100",
"Detroit","MI","26125166600",
"Detroit","MI","26125166900",
"Detroit","MI","26125167500",3
"Detroit","MI","26125168100",
"Detroit","MI","26125168800",
"Detroit","MI","26125170200",3
"Detroit","MI","26125171200",3
"Detroit","MI","26125172400",
"Detroit","MI","26125173200",2.5363070256086
"Detroit","MI","26125175200",3.93280575522736
"Detroit","MI","26125180200",3
"Detroit","MI","26125181300",
"Detroit","MI","26125183300",
"Detroit","MI","26125183500",3
"Detroit","MI","26125183600",2
"Detroit","MI","26125183700",2.82921807693239
"Detroit","MI","26125183800",3
"Detroit","MI","26125184000",2.74899341597434
"Detroit","MI","26125184100",3
"Detroit","MI","26125184200",3
"Detroit","MI","26125184300",
"Detroit","MI","26125184500",2.75176104039387
"Detroit","MI","26125184600",3.12046895910212
"Detroit","MI","26125184700",3.88565021735379
"Detroit","MI","26125187000",2.42566045858166
"Detroit","MI","26125188000",1.66336259592175
"Detroit","MI","26125197300",
"Detroit","MI","26125197400",3
"Detroit","MI","26125197600",3
"Detroit","MI","26125197701",
"Detroit","MI","26125197702",2
"Detroit","MI","26125198100",
"Detroit","MI","26125150500",
"Detroit","MI","26125150800",
"Detroit","MI","26125150900",
"Detroit","MI","26125151000",1
"Detroit","MI","26125152000",1
"Detroit","MI","26125152600",1.59572651433572
"Detroit","MI","26125152900",2.71777511807733
"Detroit","MI","26125153000",2
"Detroit","MI","26125153100",2.15499429949748
"Detroit","MI","26125153300",3
"Detroit","MI","26125156400",
"Detroit","MI","26125156900",
"Detroit","MI","26125157000",
"Detroit","MI","26125157500",
"Detroit","MI","26125157600",
"Detroit","MI","26125157800",
"Detroit","MI","26125157900",
"Detroit","MI","26125158000",
"Detroit","MI","26125158100",
"Detroit","MI","26125159000",
"Detroit","MI","26125160000",2
"Detroit","MI","26125160300",
"Detroit","MI","26125160500",2
"Detroit","MI","26125160600",2
"Detroit","MI","26125160700",
"Detroit","MI","26125160800",
"Detroit","MI","26125161000",
"Detroit","MI","26125161100",
"Detroit","MI","26125161200",2
"Detroit","MI","26125161400",2
"Detroit","MI","26125161500",2
"Detroit","MI","26125161600",2
"Detroit","MI","26125161800",
"Detroit","MI","26125161900",
"Detroit","MI","26125162000",
"Detroit","MI","26125162200",
"Detroit","MI","26125162300",
"Detroit","MI","26125162400",
"Detroit","MI","26125162500",3.00396195516762
"Detroit","MI","26125165100",3
"Detroit","MI","26125165200",3
"Detroit","MI","26125166000",
"Detroit","MI","26125166200",
"Detroit","MI","26125166400",
"Detroit","MI","26125166500",
"Detroit","MI","26125166700",
"Detroit","MI","26125166800",
"Detroit","MI","26125167000",3
"Detroit","MI","26125167300",3
"Detroit","MI","26125167400",3
"Detroit","MI","26125167900",
"Detroit","MI","26125168500",3
"Detroit","MI","26125168600",3
"Detroit","MI","26125168900",
"Detroit","MI","26125170000",2.99178405694001
"Detroit","MI","26125170100",3
"Detroit","MI","26125170300",3
"Detroit","MI","26125170400",2.99614602336546
"Detroit","MI","26125171000",2.15252618402497
"Detroit","MI","26125171100",2.90143641714285
"Detroit","MI","26125171300",
"Detroit","MI","26125171400",
"Detroit","MI","26125171500",
"Detroit","MI","26125171600",3
"Detroit","MI","26125172500",3.96687407801904
"Detroit","MI","26125173000",3.9944853935603
"Detroit","MI","26125173100",3.08553167760663
"Detroit","MI","26125173300",3.01481658723093
"Detroit","MI","26125173400",3
"Detroit","MI","26125173500",3.04284510073063
"Detroit","MI","26125173600",3.85955618520219
"Detroit","MI","26125175000",3.99704801682823
"Detroit","MI","26125175100",4
"Detroit","MI","26125175300",3.65107255072855
"Detroit","MI","26125180000",3
"Detroit","MI","26125180100",3
"Detroit","MI","26125180300",3
"Detroit","MI","26125181000",
"Detroit","MI","26125181100",
"Detroit","MI","26125181200",
"Detroit","MI","26125181400",
"Detroit","MI","26125181500",3.1558595718071
"Detroit","MI","26125162100",
"Flint","MI","26049000100",3.00152185133987
"Flint","MI","26049000200",3.00622357157432
"Flint","MI","26049000300",3.06382075919154
"Flint","MI","26049000700",3
"Flint","MI","26049001300",2.616691554716
"Flint","MI","26049002000",4
"Flint","MI","26049002400",4
"Flint","MI","26049003100",4
"Flint","MI","26049003400",4
"Flint","MI","26049004000",3
"Flint","MI","26049010503",
"Flint","MI","26049011102",
"Flint","MI","26049011212",4
"Flint","MI","26049011302",4
"Flint","MI","26049011508",4
"Flint","MI","26049012007",
"Flint","MI","26049012202",4
"Flint","MI","26049980100",
"Flint","MI","26049011505",4
"Flint","MI","26049012006",4
"Flint","MI","26049012100",
"Flint","MI","26049012201",4
"Flint","MI","26049012310",4
"Flint","MI","26049012311",4
"Flint","MI","26049000400",3
"Flint","MI","26049000500",3
"Flint","MI","26049000600",2.80284656144694
"Flint","MI","26049000800",2.88092370585846
"Flint","MI","26049000900",2.38923318746003
"Flint","MI","26049001000",2.00636240442932
"Flint","MI","26049001100",2.36292450583788
"Flint","MI","26049001200",2.34434039692432
"Flint","MI","26049001400",2.59881981156463
"Flint","MI","26049001500",2.95468492850823
"Flint","MI","26049001600",2.23042289538905
"Flint","MI","26049001700",4
"Flint","MI","26049001800",
"Flint","MI","26049001900",4
"Flint","MI","26049002200",3.03980584682374
"Flint","MI","26049002300",3.00044673936447
"Flint","MI","26049002600",2.9318898040048
"Flint","MI","26049002700",4
"Flint","MI","26049002800",3.58560969684223
"Flint","MI","26049002900",2.33692209451199
"Flint","MI","26049003000",1.96580693135529
"Flint","MI","26049003200",3.97921956180696
"Flint","MI","26049003300",3.03728583297479
"Flint","MI","26049003500",3.40240156413196
"Flint","MI","26049003600",2.72876290708226
"Flint","MI","26049003700",2.76228681350798
"Flint","MI","26049003800",3.9970193653161
"Flint","MI","26049010304",4
"Flint","MI","26049010305",4
"Flint","MI","26049010501",3.99893382323242
"Flint","MI","26049010502",
"Flint","MI","26049010504",
"Flint","MI","26049010811",
"Flint","MI","26049010812",3.89429462087236
"Flint","MI","26049010910",4
"Flint","MI","26049010911",3.69791085360754
"Flint","MI","26049010912",
"Flint","MI","26049011010",3.99461942170656
"Flint","MI","26049011209",3
"Flint","MI","26049011210",3
"Flint","MI","26049011211",4
"Flint","MI","26049011213",
"Flint","MI","26049011214",
"Flint","MI","26049011301",3.9941776517052
"Flint","MI","26049011401",3.99754000373904
"Flint","MI","26049012904",
"Flint","MI","26049012905",
"Flint","MI","26049013500",3
"Flint","MI","26049013600",4
"Flint","MI","26049980000",
"Grand Rapids","MI","26081000100",3
"Grand Rapids","MI","26081000300",2.96673289094526
"Grand Rapids","MI","26081000800",3.48617004001198
"Grand Rapids","MI","26081001102",
"Grand Rapids","MI","26081001800",2
"Grand Rapids","MI","26081002200",3.00457312668449
"Grand Rapids","MI","26081002800",3.92414427034858
"Grand Rapids","MI","26081003100",3.00128224055578
"Grand Rapids","MI","26081003700",2.04145359998795
"Grand Rapids","MI","26081004300",3
"Grand Rapids","MI","26081011701",
"Grand Rapids","MI","26081011804",1
"Grand Rapids","MI","26081012300",1.34492506722423
"Grand Rapids","MI","26081012606",
"Grand Rapids","MI","26081013500",3
"Grand Rapids","MI","26081013700",3
"Grand Rapids","MI","26081014100",3
"Grand Rapids","MI","26081000200",2.99410332256411
"Grand Rapids","MI","26081000400",2.27490637735372
"Grand Rapids","MI","26081000500",2.48143187506609
"Grand Rapids","MI","26081000600",2.00966467891704
"Grand Rapids","MI","26081000700",2.60057458222047
"Grand Rapids","MI","26081000900",3
"Grand Rapids","MI","26081001000",2.9953990957872
"Grand Rapids","MI","26081001101",3
"Grand Rapids","MI","26081001200",3.03330211278
"Grand Rapids","MI","26081001300",3.42691174956052
"Grand Rapids","MI","26081001400",3.64945571817769
"Grand Rapids","MI","26081001500",4
"Grand Rapids","MI","26081001600",3.29191955388547
"Grand Rapids","MI","26081001700",2.13109557134777
"Grand Rapids","MI","26081001900",3.34892247570625
"Grand Rapids","MI","26081002000",
"Grand Rapids","MI","26081002100",3.18189683100693
"Grand Rapids","MI","26081002300",2.35489431616126
"Grand Rapids","MI","26081002400",1.72714134376556
"Grand Rapids","MI","26081002500",2.96982238670055
"Grand Rapids","MI","26081002600",3.5567953306133
"Grand Rapids","MI","26081002700",3.7536773894739
"Grand Rapids","MI","26081002900",3.15060854113827
"Grand Rapids","MI","26081003000",3.60871269622879
"Grand Rapids","MI","26081003200",3.21515381542962
"Grand Rapids","MI","26081003300",1.76885976012429
"Grand Rapids","MI","26081003400",2.86902213314686
"Grand Rapids","MI","26081003500",2.72500833235144
"Grand Rapids","MI","26081003600",3.15271041871214
"Grand Rapids","MI","26081003800",2.97976731782374
"Grand Rapids","MI","26081003900",3.99995567078663
"Grand Rapids","MI","26081004000",2.40154674214373
"Grand Rapids","MI","26081004100",1.98783704624592
"Grand Rapids","MI","26081004200",2.43733183205085
"Grand Rapids","MI","26081004400",2.93309643302221
"Grand Rapids","MI","26081004500",
"Grand Rapids","MI","26081004600",2.99967401530812
"Grand Rapids","MI","26081011101",3
"Grand Rapids","MI","26081011102",
"Grand Rapids","MI","26081011200",3
"Grand Rapids","MI","26081011301",3
"Grand Rapids","MI","26081011403",
"Grand Rapids","MI","26081011406",3
"Grand Rapids","MI","26081011500",3
"Grand Rapids","MI","26081011600",
"Grand Rapids","MI","26081011702",
"Grand Rapids","MI","26081011801",3
"Grand Rapids","MI","26081011803",
"Grand Rapids","MI","26081012400",1.65810699046874
"Grand Rapids","MI","26081012500",2.22316559856184
"Grand Rapids","MI","26081012604",
"Grand Rapids","MI","26081012605",1
"Grand Rapids","MI","26081012607",
"Grand Rapids","MI","26081012608",
"Grand Rapids","MI","26081012701",
"Grand Rapids","MI","26081011302",3
"Grand Rapids","MI","26081012800",3
"Grand Rapids","MI","26081012901",3
"Grand Rapids","MI","26081013000",3
"Grand Rapids","MI","26081013100",3
"Grand Rapids","MI","26081013200",3
"Grand Rapids","MI","26081013300",3
"Grand Rapids","MI","26081013400",2.71489483459132
"Grand Rapids","MI","26081013600",2.6493834329738
"Grand Rapids","MI","26081013801",
"Grand Rapids","MI","26081013802",2.83795495199774
"Grand Rapids","MI","26081013900",3
"Grand Rapids","MI","26081014000",3
"Grand Rapids","MI","26081014200",2.84099487471344
"Grand Rapids","MI","26081014300",3
"Grand Rapids","MI","26081014501",
"Grand Rapids","MI","26081014502",3
"Jackson","MI","26075000100",2.88843559939368
"Jackson","MI","26075001300",2.79668806963467
"Jackson","MI","26075005600",3
"Jackson","MI","26075006900",3.53227252226867
"Jackson","MI","26075000200",3.26124196290914
"Jackson","MI","26075000400",2.8946315690341
"Jackson","MI","26075000500",2.06325569303499
"Jackson","MI","26075000600",2.30319014938091
"Jackson","MI","26075000800",1.52593199930391
"Jackson","MI","26075001000",2.00133113020122
"Jackson","MI","26075001100",3.22996066135261
"Jackson","MI","26075001200",3.41037430971375
"Jackson","MI","26075005000",2.40043900872834
"Jackson","MI","26075005100",3
"Jackson","MI","26075005200",2.8613711353416
"Jackson","MI","26075005301",2.58853706073536
"Jackson","MI","26075005302",2.81471144055481
"Jackson","MI","26075005500",2.99977976116169
"Jackson","MI","26075005700",3.04856963073722
"Jackson","MI","26075005800",
"Jackson","MI","26075005900",3.21210288953715
"Jackson","MI","26075006000",3
"Jackson","MI","26075006100",3
"Jackson","MI","26075006200",
"Jackson","MI","26075000900",2
"Kalamazoo","MI","26077000100",2.9629609469208
"Kalamazoo","MI","26077001000",3.01907127540886
"Kalamazoo","MI","26077001502",
"Kalamazoo","MI","26077001507",3
"Kalamazoo","MI","26077001702",2.69946222016359
"Kalamazoo","MI","26077000201",3
"Kalamazoo","MI","26077000202",3.80155930239985
"Kalamazoo","MI","26077000300",3
"Kalamazoo","MI","26077000500",2.88656340220068
"Kalamazoo","MI","26077000600",2.96003579397948
"Kalamazoo","MI","26077000900",3.34330645430384
"Kalamazoo","MI","26077001100",2.77222991320927
"Kalamazoo","MI","26077001200",1.84479788588644
